Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
43,No,Travel_Rarely,415,Sales,25,Bachelor’s Degree,Medical,High Satisfaction,Male,79,Moderate Involvement,Mid Level,Sales Executive,Very High Satisfaction,Divorced,10798,5268,5,No,13,Excellent Performance,High Satisfaction,1,18,5,Better Balance,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,Bachelor’s Degree,Marketing,Very High Satisfaction,Female,54,High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Single,2323,17205,1,Yes,14,Excellent Performance,Moderate Satisfaction,0,2,3,Better Balance,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,36,Moderate Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Single,1416,17258,1,No,13,Excellent Performance,Low Satisfaction,0,1,6,Good Balance,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,Master’s Degree,Life Sciences,Very High Satisfaction,Female,74,Moderate Involvement,Junior Level,Research Scientist,Low Satisfaction,Divorced,4615,21029,8,Yes,23,Outstanding Performance,Low Satisfaction,3,19,2,Better Balance,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,Master’s Degree,Life Sciences,Low Satisfaction,Male,34,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2461,10332,9,Yes,12,Excellent Performance,High Satisfaction,3,18,2,Excellent Balance,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,College Graduate,Technical Degree,Moderate Satisfaction,Male,72,Moderate Involvement,Mid Level,Healthcare Representative,Low Satisfaction,Single,8722,12355,1,No,12,Excellent Performance,Low Satisfaction,0,10,2,Good Balance,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,College Graduate,Medical,Low Satisfaction,Male,59,Moderate Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,3955,11141,1,No,16,Excellent Performance,Low Satisfaction,2,6,2,Better Balance,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,Bachelor’s Degree,Other,High Satisfaction,Male,85,High Involvement,Junior Level,Manufacturing Director,Low Satisfaction,Married,9957,9096,0,No,15,Excellent Performance,High Satisfaction,1,7,1,Good Balance,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,College Graduate,Technical Degree,Moderate Satisfaction,Female,43,Very High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,3376,18863,1,No,13,Excellent Performance,High Satisfaction,0,10,3,Better Balance,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,High School or Below,Life Sciences,High Satisfaction,Female,65,Moderate Involvement,Mid Level,Healthcare Representative,High Satisfaction,Married,8823,24608,0,No,18,Excellent Performance,Low Satisfaction,1,20,4,Good Balance,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,Master’s Degree,Technical Degree,Low Satisfaction,Male,61,High Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Married,10322,26542,4,No,20,Outstanding Performance,Very High Satisfaction,1,14,6,Better Balance,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,Doctorate,Life Sciences,Low Satisfaction,Male,87,Low Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,4621,5869,1,No,19,Excellent Performance,Very High Satisfaction,3,3,4,Better Balance,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,High School or Below,Life Sciences,Very High Satisfaction,Male,65,High Involvement,Mid Level,Manufacturing Director,Moderate Satisfaction,Married,10976,15813,3,No,18,Excellent Performance,Moderate Satisfaction,1,23,4,Better Balance,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,Bachelor’s Degree,Other,High Satisfaction,Female,59,High Involvement,Junior Level,Research Scientist,High Satisfaction,Single,3660,7909,3,No,13,Excellent Performance,Very High Satisfaction,0,10,4,Excellent Balance,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,College Graduate,Medical,Moderate Satisfaction,Male,91,Moderate Involvement,Mid Level,Human Resources,Low Satisfaction,Married,10482,2326,9,No,14,Excellent Performance,Very High Satisfaction,1,24,1,Better Balance,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,34,Moderate Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Divorced,7119,21214,4,No,15,Excellent Performance,High Satisfaction,1,9,2,Better Balance,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Male,86,High Involvement,Mid Level,Sales Executive,Low Satisfaction,Single,9582,10333,0,Yes,22,Outstanding Performance,Low Satisfaction,0,9,2,Better Balance,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,Master’s Degree,Medical,Low Satisfaction,Female,54,Moderate Involvement,Junior Level,Research Scientist,High Satisfaction,Single,4508,3129,1,No,22,Outstanding Performance,Moderate Satisfaction,0,14,4,Better Balance,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,College Graduate,Life Sciences,Low Satisfaction,Male,50,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Divorced,2207,22482,1,No,16,Excellent Performance,Very High Satisfaction,1,4,5,Good Balance,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,High School or Below,Life Sciences,Low Satisfaction,Male,45,High Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Single,7756,22266,0,No,17,Excellent Performance,High Satisfaction,0,7,1,Good Balance,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,Master’s Degree,Life Sciences,Very High Satisfaction,Female,88,Moderate Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,6694,24223,2,Yes,14,Excellent Performance,High Satisfaction,3,8,5,Better Balance,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,High School or Below,Technical Degree,Very High Satisfaction,Male,32,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,3691,4605,1,Yes,15,Excellent Performance,Moderate Satisfaction,1,7,3,Excellent Balance,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor’s Degree,Medical,Low Satisfaction,Male,37,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Divorced,2377,19373,1,No,20,Outstanding Performance,High Satisfaction,1,1,0,Good Balance,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor’s Degree,Medical,Low Satisfaction,Male,55,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,2313,2993,4,Yes,20,Outstanding Performance,Moderate Satisfaction,0,5,0,Better Balance,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,College Graduate,Medical,Very High Satisfaction,Male,35,High Involvement,Senior Level,Manager,Low Satisfaction,Married,17665,14399,0,No,17,Excellent Performance,Very High Satisfaction,1,23,3,Better Balance,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor’s Degree,Medical,Low Satisfaction,Male,45,Moderate Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Divorced,2596,7160,1,No,15,Excellent Performance,Low Satisfaction,2,1,2,Better Balance,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,Master’s Degree,Other,Very High Satisfaction,Male,81,High Involvement,Junior Level,Sales Executive,High Satisfaction,Single,4728,17251,3,Yes,14,Excellent Performance,Very High Satisfaction,0,5,4,Better Balance,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,30,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,4302,13401,0,No,17,Excellent Performance,High Satisfaction,1,4,3,Better Balance,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,Master’s Degree,Life Sciences,High Satisfaction,Male,40,Moderate Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2979,22478,3,No,17,Excellent Performance,Very High Satisfaction,3,6,2,Better Balance,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,Master’s Degree,Medical,Low Satisfaction,Male,35,Very High Involvement,Senior Level,Manager,Very High Satisfaction,Single,16885,16154,2,No,22,Outstanding Performance,High Satisfaction,0,27,3,Good Balance,5,4,2,1
45,No,Non-Travel,1050,Sales,9,Master’s Degree,Life Sciences,Moderate Satisfaction,Female,65,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Married,5593,17970,1,No,13,Excellent Performance,Very High Satisfaction,1,15,2,Better Balance,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,Master’s Degree,Life Sciences,Moderate Satisfaction,Male,87,High Involvement,Mid Level,Healthcare Representative,Moderate Satisfaction,Single,10445,15322,7,No,19,Excellent Performance,Very High Satisfaction,0,18,4,Better Balance,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,Master’s Degree,Marketing,High Satisfaction,Male,73,Moderate Involvement,Mid Level,Sales Executive,High Satisfaction,Divorced,8740,5569,0,Yes,14,Excellent Performance,Moderate Satisfaction,2,9,2,Better Balance,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,Master’s Degree,Life Sciences,High Satisfaction,Female,93,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Divorced,2514,26968,4,No,22,Outstanding Performance,Low Satisfaction,1,11,1,Better Balance,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,Bachelor’s Degree,Medical,Very High Satisfaction,Female,93,High Involvement,Mid Level,Manufacturing Director,Moderate Satisfaction,Divorced,7655,8039,0,No,17,Excellent Performance,Moderate Satisfaction,3,10,3,Good Balance,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,High School or Below,Marketing,Low Satisfaction,Male,52,High Involvement,Senior Level,Manager,High Satisfaction,Married,17465,15596,3,No,12,Excellent Performance,Very High Satisfaction,1,23,3,Better Balance,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,College Graduate,Marketing,Very High Satisfaction,Male,32,High Involvement,Mid Level,Sales Executive,Moderate Satisfaction,Single,7351,20619,7,No,16,Excellent Performance,High Satisfaction,0,10,2,Better Balance,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,83,High Involvement,Mid Level,Manufacturing Director,Low Satisfaction,Married,10820,11535,8,No,11,Excellent Performance,High Satisfaction,1,18,1,Better Balance,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,84,High Involvement,Senior Level,Healthcare Representative,Very High Satisfaction,Divorced,12169,13547,7,No,11,Excellent Performance,Very High Satisfaction,3,21,4,Better Balance,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,Bachelor’s Degree,Medical,High Satisfaction,Male,44,Moderate Involvement,Executive Level,Research Director,High Satisfaction,Single,19626,17544,1,No,14,Excellent Performance,Low Satisfaction,0,21,2,Excellent Balance,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,High School or Below,Technical Degree,Very High Satisfaction,Female,70,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,2070,25326,1,Yes,11,Excellent Performance,High Satisfaction,0,2,6,Excellent Balance,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,70,High Involvement,Junior Level,Laboratory Technician,Moderate Satisfaction,Single,6782,8770,9,No,15,Excellent Performance,High Satisfaction,0,9,2,Good Balance,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,Master’s Degree,Life Sciences,Low Satisfaction,Male,78,High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Single,7779,23238,2,No,20,Outstanding Performance,Low Satisfaction,0,18,0,Better Balance,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,67,Very High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Married,2791,21981,0,No,12,Excellent Performance,Low Satisfaction,1,3,4,Better Balance,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,High School or Below,Life Sciences,Low Satisfaction,Male,67,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,3201,19911,0,No,17,Excellent Performance,Low Satisfaction,0,6,2,Poor Balance,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,College Graduate,Marketing,Very High Satisfaction,Male,54,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,4968,18500,1,No,11,Excellent Performance,Very High Satisfaction,1,5,3,Better Balance,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,Master’s Degree,Technical Degree,Very High Satisfaction,Male,56,Moderate Involvement,Senior Level,Sales Executive,Moderate Satisfaction,Married,13120,11879,6,No,17,Excellent Performance,Moderate Satisfaction,1,22,3,Better Balance,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,College Graduate,Life Sciences,Very High Satisfaction,Male,95,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Single,4033,15834,2,No,11,Excellent Performance,Very High Satisfaction,0,5,3,Good Balance,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,61,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Divorced,3291,17940,0,No,14,Excellent Performance,Very High Satisfaction,2,8,2,Good Balance,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,Bachelor’s Degree,Medical,Moderate Satisfaction,Male,56,Low Involvement,Junior Level,Laboratory Technician,Very High Satisfaction,Single,4272,9558,4,No,19,Excellent Performance,Low Satisfaction,0,16,3,Better Balance,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,High School or Below,Medical,Moderate Satisfaction,Male,79,Moderate Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Married,5056,17689,1,Yes,15,Excellent Performance,High Satisfaction,1,10,2,Good Balance,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,Bachelor’s Degree,Human Resources,High Satisfaction,Male,37,Very High Involvement,Entry Level,Human Resources,High Satisfaction,Married,2844,6004,1,No,13,Excellent Performance,Very High Satisfaction,1,7,2,Excellent Balance,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,39,Moderate Involvement,Entry Level,Research Scientist,High Satisfaction,Divorced,2703,22088,1,Yes,14,Excellent Performance,Very High Satisfaction,1,3,2,Better Balance,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,High School or Below,Medical,High Satisfaction,Male,80,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,1904,13556,1,No,12,Excellent Performance,Very High Satisfaction,0,0,0,Better Balance,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,Master’s Degree,Marketing,Low Satisfaction,Female,77,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Single,8224,18385,0,Yes,17,Excellent Performance,Low Satisfaction,0,6,3,Better Balance,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,Master’s Degree,Life Sciences,Moderate Satisfaction,Male,46,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,4766,9051,3,Yes,11,Excellent Performance,Low Satisfaction,1,6,4,Better Balance,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor’s Degree,Medical,High Satisfaction,Male,72,High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2610,6233,1,No,12,Excellent Performance,High Satisfaction,1,2,5,Good Balance,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,College Graduate,Medical,High Satisfaction,Female,52,Moderate Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Divorced,5731,17171,7,No,13,Excellent Performance,High Satisfaction,2,9,2,Better Balance,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,55,Moderate Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2539,7950,1,No,13,Excellent Performance,High Satisfaction,1,4,0,Better Balance,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,High School or Below,Life Sciences,Moderate Satisfaction,Female,70,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,5714,5829,1,No,20,Outstanding Performance,Low Satisfaction,0,6,3,Good Balance,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,Master’s Degree,Technical Degree,High Satisfaction,Male,100,High Involvement,Entry Level,Human Resources,High Satisfaction,Single,4323,7108,1,No,17,Excellent Performance,Moderate Satisfaction,0,6,2,Poor Balance,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,High School or Below,Life Sciences,Very High Satisfaction,Female,45,Moderate Involvement,Mid Level,Sales Executive,Low Satisfaction,Married,7336,11162,1,No,13,Excellent Performance,Low Satisfaction,1,11,3,Poor Balance,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,Master’s Degree,Medical,Moderate Satisfaction,Female,88,High Involvement,Mid Level,Research Director,High Satisfaction,Single,13499,13782,9,No,17,Excellent Performance,High Satisfaction,0,20,3,Good Balance,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,44,High Involvement,Senior Level,Sales Executive,Low Satisfaction,Single,13758,2447,0,Yes,12,Excellent Performance,Moderate Satisfaction,0,22,2,Good Balance,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,Master’s Degree,Marketing,Moderate Satisfaction,Male,45,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Single,5155,2253,7,No,13,Excellent Performance,Very High Satisfaction,0,9,3,Excellent Balance,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,Master’s Degree,Medical,Very High Satisfaction,Male,58,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2258,16340,6,No,12,Excellent Performance,Moderate Satisfaction,1,10,2,Better Balance,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,Bachelor’s Degree,Medical,Very High Satisfaction,Male,49,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Single,3597,6409,8,No,22,Outstanding Performance,Very High Satisfaction,0,6,2,Better Balance,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,High School or Below,Life Sciences,High Satisfaction,Female,79,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,2515,22955,1,Yes,11,Excellent Performance,Very High Satisfaction,0,1,4,Good Balance,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,Master’s Degree,Medical,Low Satisfaction,Male,82,Very High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,4420,13421,1,No,22,Outstanding Performance,Moderate Satisfaction,1,8,2,Better Balance,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,Bachelor’s Degree,Marketing,High Satisfaction,Male,72,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Married,6578,2706,1,No,18,Excellent Performance,Low Satisfaction,1,10,3,Better Balance,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,College Graduate,Medical,High Satisfaction,Female,92,Moderate Involvement,Junior Level,Research Scientist,Very High Satisfaction,Married,4422,21203,3,Yes,13,Excellent Performance,Very High Satisfaction,1,16,3,Poor Balance,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,44,Moderate Involvement,Mid Level,Manufacturing Director,Moderate Satisfaction,Divorced,10274,19588,2,No,18,Excellent Performance,Moderate Satisfaction,1,15,2,Excellent Balance,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,Bachelor’s Degree,Medical,Very High Satisfaction,Male,97,Moderate Involvement,Junior Level,Healthcare Representative,Low Satisfaction,Single,5343,25755,0,No,20,Outstanding Performance,High Satisfaction,0,14,3,Better Balance,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,Master’s Degree,Other,Very High Satisfaction,Male,47,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,2376,26537,1,No,13,Excellent Performance,Moderate Satisfaction,1,2,2,Excellent Balance,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,Bachelor’s Degree,Marketing,Low Satisfaction,Female,85,Low Involvement,Junior Level,Sales Executive,High Satisfaction,Single,5346,9489,8,No,13,Excellent Performance,Moderate Satisfaction,0,7,2,Good Balance,4,3,1,3
32,No,Non-Travel,862,Sales,2,High School or Below,Life Sciences,High Satisfaction,Female,76,High Involvement,Entry Level,Sales Representative,Low Satisfaction,Divorced,2827,14947,1,No,12,Excellent Performance,High Satisfaction,3,1,3,Better Balance,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,Master’s Degree,Technical Degree,Very High Satisfaction,Female,92,High Involvement,Executive Level,Manager,Low Satisfaction,Divorced,19943,18575,4,No,13,Excellent Performance,Very High Satisfaction,1,28,2,Better Balance,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,High School or Below,Medical,Moderate Satisfaction,Female,54,High Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Married,3131,26342,1,No,13,Excellent Performance,Low Satisfaction,1,10,5,Better Balance,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,College Graduate,Life Sciences,High Satisfaction,Male,54,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Single,2552,7172,1,No,25,Outstanding Performance,High Satisfaction,0,1,4,Better Balance,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,Bachelor’s Degree,Medical,Low Satisfaction,Female,83,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,4477,20100,4,Yes,19,Excellent Performance,High Satisfaction,1,7,2,Good Balance,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,56,Moderate Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Married,6474,9961,1,No,13,Excellent Performance,Moderate Satisfaction,1,14,2,Good Balance,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,Bachelor’s Degree,Life Sciences,Low Satisfaction,Male,87,Moderate Involvement,Entry Level,Laboratory Technician,High Satisfaction,Single,3033,12828,1,No,12,Excellent Performance,Low Satisfaction,0,2,2,Good Balance,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,Master’s Degree,Life Sciences,High Satisfaction,Male,96,High Involvement,Entry Level,Research Scientist,High Satisfaction,Single,2936,10826,1,Yes,11,Excellent Performance,High Satisfaction,0,6,4,Better Balance,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,College Graduate,Medical,Very High Satisfaction,Female,50,High Involvement,Executive Level,Manager,High Satisfaction,Divorced,18606,18640,3,No,18,Excellent Performance,Moderate Satisfaction,1,26,6,Better Balance,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,High School or Below,Life Sciences,Moderate Satisfaction,Female,69,Low Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2168,26933,0,Yes,18,Excellent Performance,Low Satisfaction,1,6,2,Good Balance,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,Master’s Degree,Life Sciences,High Satisfaction,Male,48,Moderate Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,2853,4223,0,Yes,11,Excellent Performance,Moderate Satisfaction,1,1,5,Better Balance,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,Bachelor’s Degree,Marketing,High Satisfaction,Female,69,High Involvement,Senior Level,Manager,Low Satisfaction,Married,17048,24097,8,No,23,Outstanding Performance,Low Satisfaction,0,28,2,Better Balance,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,74,Low Involvement,Entry Level,Research Scientist,High Satisfaction,Single,2290,4279,2,No,13,Excellent Performance,Very High Satisfaction,0,6,3,Better Balance,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,Bachelor’s Degree,Human Resources,Moderate Satisfaction,Male,99,High Involvement,Entry Level,Human Resources,High Satisfaction,Married,3600,8429,1,No,13,Excellent Performance,Very High Satisfaction,1,5,2,Better Balance,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,College Graduate,Life Sciences,Low Satisfaction,Male,95,Moderate Involvement,Entry Level,Research Scientist,Low Satisfaction,Divorced,2107,20293,6,No,17,Excellent Performance,Low Satisfaction,1,5,2,Poor Balance,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,Master’s Degree,Life Sciences,High Satisfaction,Male,61,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Divorced,4115,13192,8,No,19,Excellent Performance,High Satisfaction,3,8,3,Better Balance,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,Master’s Degree,Medical,Moderate Satisfaction,Male,62,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,4327,25440,5,No,12,Excellent Performance,Very High Satisfaction,3,5,2,Better Balance,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,Bachelor’s Degree,Medical,Very High Satisfaction,Female,30,High Involvement,Senior Level,Manager,Low Satisfaction,Married,17856,9490,2,No,22,Outstanding Performance,High Satisfaction,1,32,3,Better Balance,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,Master’s Degree,Medical,Very High Satisfaction,Male,78,Moderate Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,3196,12449,1,No,12,Excellent Performance,High Satisfaction,3,6,2,Better Balance,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,College Graduate,Life Sciences,Very High Satisfaction,Male,52,High Involvement,Executive Level,Research Director,Moderate Satisfaction,Married,19081,10849,5,No,11,Excellent Performance,Low Satisfaction,1,25,2,Better Balance,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,Master’s Degree,Life Sciences,High Satisfaction,Male,94,High Involvement,Junior Level,Sales Executive,Low Satisfaction,Married,8966,21026,3,Yes,15,Excellent Performance,Very High Satisfaction,3,15,2,Better Balance,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,College Graduate,Life Sciences,Very High Satisfaction,Female,97,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2210,3372,1,No,13,Excellent Performance,Low Satisfaction,1,1,3,Poor Balance,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,Bachelor’s Degree,Medical,Moderate Satisfaction,Female,82,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,4539,4905,1,No,12,Excellent Performance,Low Satisfaction,1,10,3,Good Balance,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,Master’s Degree,Life Sciences,High Satisfaction,Male,60,Low Involvement,Entry Level,Laboratory Technician,High Satisfaction,Divorced,2741,6865,1,No,14,Excellent Performance,High Satisfaction,1,7,4,Better Balance,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,Master’s Degree,Life Sciences,High Satisfaction,Male,49,High Involvement,Junior Level,Laboratory Technician,High Satisfaction,Divorced,3491,11309,1,No,13,Excellent Performance,Low Satisfaction,3,10,4,Good Balance,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,Master’s Degree,Other,Very High Satisfaction,Male,32,High Involvement,Junior Level,Research Scientist,Very High Satisfaction,Single,4541,7744,1,No,25,Outstanding Performance,Moderate Satisfaction,0,20,3,Better Balance,20,11,13,17
